"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"가파도상동민박",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 가파로 255,제주특별자치도 서귀포시 대정읍 가파로 255,,2,,,,,,33.1741387,126.2700221,2017-12-15
"터무니하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 상예로 51-6 (상예동),제주특별자치도 서귀포시 상예로 51-6 (상예동),,1,,,,,,33.2515335,126.3902767,2017-12-15
"라비아",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 43번길 8-2(강정동),제주특별자치도 서귀포시 일주서로 43번길 8-2(강정동),,6,,,,,,33.249278,126.503334,2017-12-15
"올레길",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 43번길 8-4(강정동),제주특별자치도 서귀포시 일주서로 43번길 8-4(강정동),,6,,,,,,33.249258,126.503224,2017-12-15
"하와이",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 43번길 8-6(강정동),제주특별자치도 서귀포시 일주서로 43번길 8-6(강정동),,6,,,,,,33.2489559612,126.503095,2017-12-15
"소보록 요보록",민박,내국인+외국인,,제주특별자치도 서귀포시 검은여로 81-7(토평동),제주특별자치도 서귀포시 검은여로 81-7(토평동),,6,,,,,,33.2508606,126.5790007,2017-12-15
J&J,민박,내국인+외국인,,제주특별자치도 서귀포시 보목포로 29(보목동),제주특별자치도 서귀포시 보목포로 29(보목동),,2,,,,,,33.240825,126.6060099,2017-12-15
"브에노텔",민박,내국인+외국인,,제주특별자치도 서귀포시 신동로27번길 4 (서호동),제주특별자치도 서귀포시 신동로27번길 4 (서호동),,7,,,,,,33.251059,126.5123772,2017-12-15
"투데이제주",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 267-2 (하예동),제주특별자치도 서귀포시 예래로 267-2 (하예동),,7,,,,,,33.2423033,126.3859064,2017-12-15
"조이다이브 게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 중산간동로 8383(서호동),제주특별자치도 서귀포시 중산간동로 8383(서호동),,2,,,,,,33.2608203,126.5212779,2017-12-15
"씨에나",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 267(하예동),제주특별자치도 서귀포시 예래로 267(하예동),,7,,,,,,33.2421162,126.3858015,2017-12-15
"엉또게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 신월동로 63(강정동),제주특별자치도 서귀포시 신월동로 63(강정동),,2,,,,,,33.2660288,126.5055885,2017-12-15
"쿨쿨하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 동홍로 262번길 62(동홍동),제주특별자치도 서귀포시 동홍로 262번길 62(동홍동),,5,,,,,,33.2695967,126.5726672,2017-12-15
"풍향빌리지",민박,내국인+외국인,,제주특별자치도 서귀포시 이어도로 770(강정동),제주특별자치도 서귀포시 이어도로 770(강정동),,4,,,,,,33.2360566,126.4975457,2017-12-15
"하나",민박,내국인+외국인,,제주특별자치도 서귀포시 중문상로 86(중문동),제주특별자치도 서귀포시 중문상로 86(중문동),,1,,,,,,33.2555778,126.4278239,2017-12-15
"꿈에그린",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 65(색달동),제주특별자치도 서귀포시 천제연로 65(색달동),,6,,,,,,33.2562607,126.4129493,2017-12-15
"스윗보목하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 칠십리로 516(보목동),제주특별자치도 서귀포시 칠십리로 516(보목동),,2,,,,,,33.2567823,126.5776371,2017-12-15
"오소록",민박,내국인+외국인,,제주특별자치도 서귀포시 동홍북로51번길 24(동홍동),제주특별자치도 서귀포시 동홍북로51번길 24(동홍동),,4,,,,,,33.2604067,126.5754223,2017-12-15
"채움키즈풀빌라",민박,내국인+외국인,,제주특별자치도 서귀포시 대포중앙로 42(대포동),제주특별자치도 서귀포시 대포중앙로 42(대포동),,3,,,,,,33.2473283,126.4303433,2017-12-15
"비치다",민박,내국인+외국인,,제주특별자치도 서귀포시 보목포로1번길 12(보목동),제주특별자치도 서귀포시 보목포로1번길 12(보목동),,2,,,,,,33.2420657,126.6061791,2017-12-15
"별빛옥상",민박,내국인+외국인,,제주특별자치도 서귀포시 남성로 142-2(서홍동),제주특별자치도 서귀포시 남성로 142-2(서홍동),,1,,,,,,33.2433507,126.5549317,2017-12-15
"돌하르방",민박,내국인+외국인,,제주특별자치도 서귀포시 색달로 6(색달동),제주특별자치도 서귀포시 색달로 6(색달동),,7,,,,,,33.2589862,126.404991,2017-12-15
"객코스24",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 968-8(색달동),제주특별자치도 서귀포시 일주서로 968-8(색달동),,5,,,,,,33.258746,126.4074936,2017-12-15
"넙빌레하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미리 4196-1,제주특별자치도 서귀포시 남원읍 위미리 4196-1,,6,,,,,,33.2692235,126.6487548,2017-12-15
"하마다",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태흥리 582-1,제주특별자치도 서귀포시 남원읍 태흥리 582-1,,4,,,,,,33.288721,126.7461431,2017-12-15
"긴올래 서생이",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 2197,제주특별자치도 서귀포시 남원읍 남원리 2197,,2,,,,,,33.2861553,126.6964886,2017-12-15
"힐링캠프",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미리 3392-1,제주특별자치도 서귀포시 남원읍 위미리 3392-1,,3,,,,,,33.2828756,126.6557217,2017-12-15
"초윙",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 수망리 955-5,제주특별자치도 서귀포시 남원읍 수망리 955-5,,1,,,,,,33.3370153,126.7042097,2017-12-15
"바끄레 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서의로 55,제주특별자치도 서귀포시 남원읍 서의로 55,,3,,,,,,33.2971927,126.7097655,2017-12-15
"인디언썸머",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 하례리 37-1,제주특별자치도 서귀포시 남원읍 하례리 37-1,,4,,,,,,33.262396,126.6368238,2017-12-15
"동그라미민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 일주동로 7951-3,제주특별자치도 서귀포시 남원읍 일주동로 7951-3,,6,,,,,,33.2639678,126.6370076,2017-12-15
"풍 경",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 2476-2,제주특별자치도 서귀포시 남원읍 남원리 2476-2,,5,,,,,,33.2727809,126.6948766,2017-12-15
"달빛정원",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로852번길 7,제주특별자치도 서귀포시 남원읍 태위로852번길 7,,3,,,,,,33.2834423,126.7376263,2017-12-15
"아침햇살",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태흥리 1344-1,제주특별자치도 서귀포시 남원읍 태흥리 1344-1,,2,,,,,,33.2841464,126.7378008,2017-12-15
"글로리힐",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 하례리 36-6,제주특별자치도 서귀포시 남원읍 하례리 36-6,,6,,,,,,33.2624182,126.6377776,2017-12-15
"바다별",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 977번길 14,제주특별자치도 서귀포시 남원읍 태위로 977번길 14,,2,,,,,,33.2886982,126.7474574,2017-12-15
"한라산풍경",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 신례로 386-1,제주특별자치도 서귀포시 남원읍 신례로 386-1,,3,,,,,,33.2941165,126.6231511,2017-12-15
"제주 대전 아줌마 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 139번길 20,제주특별자치도 서귀포시 남원읍 태위로 139번길 20,,3,,,,,,33.2764346,126.6621696,2017-12-15
"게스트하우스 도치",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 151번길 17,제주특별자치도 서귀포시 남원읍 태위로 151번길 17,,3,,,,,,33.2767692,126.6641899,2017-12-15
"제주명",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서성로 986-99,제주특별자치도 서귀포시 남원읍 서성로 986-99,,2,,,,,,33.3289445,126.706809,2017-12-15
"토리코티지 그리스토포초이",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 593,제주특별자치도 서귀포시 남원읍 태위로 593,,1,,,,,,33.277052,126.7082468,2017-12-15
"호야네 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 383,제주특별자치도 서귀포시 남원읍 태위로 383,,1,,,,,,33.2753226,126.6882869,2017-12-15
"해뜨는 마을 e풀하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서성로 986-102,제주특별자치도 서귀포시 남원읍 서성로 986-102,,1,,,,,,33.3245683,126.6627718,2017-12-15
"동상일몽",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남태해안로 445,제주특별자치도 서귀포시 남원읍 남태해안로 445,,2,,,,,,33.2829591,126.7446283,2017-12-15
"돌담길",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로67번길 24-15,제주특별자치도 서귀포시 남원읍 태위로67번길 24-15,,4,,,,,,33.2757801,126.6561578,2017-12-15
"렌트하우스 맑음",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태신해안로 253,제주특별자치도 서귀포시 남원읍 태신해안로 253,,1,,,,,,33.3005855,126.7687767,2017-12-15
"제이제이",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평포구로 16,제주특별자치도 서귀포시 성산읍 온평포구로 16,,2,,,,,,33.4016122,126.8994391,2017-12-15
"고성 황토방 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 서성일로1136번길 14,제주특별자치도 서귀포시 성산읍 서성일로1136번길 14,,1,,,,,,33.4441237,126.9000093,2017-12-15
"고성2119",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 서성일로1136번길 10-1,제주특별자치도 서귀포시 성산읍 서성일로1136번길 10-1,,3,,,,,,33.4443149,126.899634,2017-12-15
"보라",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 수산서남로79번길 114-15. 가동,제주특별자치도 서귀포시 성산읍 수산서남로79번길 114-15. 가동,,2,,,,,,33.445079,126.8635377,2017-12-15
"자고가 게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로 122번길 29,제주특별자치도 서귀포시 성산읍 신양로 122번길 29,,1,,,,,,33.4355217,126.9207932,2017-12-15
"돌담",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 20번길 6-2,제주특별자치도 서귀포시 성산읍 성산중앙로 20번길 6-2,,3,,,,,,33.4613801,126.9326241,2017-12-15
1915지오,민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산등용로 14,제주특별자치도 서귀포시 성산읍 성산등용로 14,,3,,,,,,33.4652155,126.9331279,2017-12-15
"몽니",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 오조로80번길 18,제주특별자치도 서귀포시 성산읍 오조로80번길 18,,3,,,,,,33.4616758,126.9149395,2017-12-15
"홍홍게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로4098번길 92-95,제주특별자치도 서귀포시 성산읍 일주동로4098번길 92-95,,5,,,,,,33.4641531,126.9056652,2017-12-15
comfy house,민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난고로 171,제주특별자치도 서귀포시 성산읍 난고로 171,,2,,,,,,33.424969,126.8943129,2017-12-15
"도시락게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 48,제주특별자치도 서귀포시 성산읍 성산중앙로 48,,7,,,,,,33.4639046,126.9341907,2017-12-15
"일출로민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 240,제주특별자치도 서귀포시 성산읍 일출로 240,,3,,,,,,33.4603447,126.9316439,2017-12-15
"아주게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로 4280,제주특별자치도 서귀포시 성산읍 일주동로 4280,,5,,,,,,33.4464585,126.9124300,2017-12-15
"일출다담펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 272,제주특별자치도 서귀포시 성산읍 일출로 272,,7,,,,,,33.4620389,126.9344792,2017-12-15
"패리앤하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 서성일로 747번길 31-7,제주특별자치도 서귀포시 성산읍 서성일로 747번길 31-7,,5,,,,,,33.434397,126.861772,2017-12-15
"반디하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 51-51,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 51-51,,1,,,,,,33.455791,126.907947,2017-12-15
"비욘드게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신천동로 24-30,제주특별자치도 서귀포시 성산읍 신천동로 24-30,,2,,,,,,33.3451771,126.8519102,2017-12-15
"오채",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615. A동,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615. A동,,1,,,,,,33.4779294,126.9072144,2017-12-15
"써니하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로4098번길 92-53,제주특별자치도 서귀포시 성산읍 일주동로4098번길 92-53,,1,,,,,,33.4664121,126.9016077,2017-12-15
"오색",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615. B동,제주특별자치도 서귀포시 성산읍 해맞이해안로 2615. B동,,1,,,,,,33.4779024,126.9074311,2017-12-15
"굿하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난고로 42번길 134-6,제주특별자치도 서귀포시 성산읍 난고로 42번길 134-6,,3,,,,,,33.4456089,126.9071728,2017-12-15
"제주그린힐하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난고로34번길 61. 제2동,제주특별자치도 서귀포시 성산읍 난고로34번길 61. 제2동,,9,,,,,,33.4393811,126.9074793,2017-12-15
"바당 미술관",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 98,제주특별자치도 서귀포시 대정읍 노을해안로 98,,2,,,,,,33.2438648,126.2185715,2017-12-15
"우리민박",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 송악관광로177번길 232,제주특별자치도 서귀포시 대정읍 송악관광로177번길 232,,1,,,,,,33.2151564,126.2918915,2017-12-15
"가파도올레길",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 가파로67번길 95-2,제주특별자치도 서귀포시 대정읍 가파로67번길 95-2,,2,,,,,,33.1735229,126.2693084,2017-12-15
"제주게스트하우스봄꽃",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 신영로 71-3,제주특별자치도 서귀포시 대정읍 신영로 71-3,,7,,,,,,33.220969,126.2505828,2017-12-15
